loss,kl
1.2980668544769287,0.68116517844836
1.3150209188461304,4.540900631737057
1.1907118558883667,0.5431671650325209
1.2502940893173218,0.3789209939420958
1.1520472764968872,0.8186547731666687
1.1831495761871338,0.24767110886293883
1.1195147037506104,0.2261769480770924
1.205822229385376,0.42811502303168
1.1365834474563599,0.4846076555746669
1.2295833826065063,0.9332877056974849
1.1581857204437256,0.4991118124833161
1.1281119585037231,0.1955289880754985
1.1292811632156372,0.25392928262818193
1.1448076963424683,0.08884610516412962
1.2457548379898071,1.4020025541670722
1.147155523300171,0.38014568235686885
1.249812364578247,0.3789209939420958
1.144080400466919,0.3108129672850959
1.1935887336730957,0.244515609241179
1.198188304901123,0.6255105826191036
1.1507768630981445,0.08324140445036898
1.1377326250076294,0.1237042411633346
1.2313388586044312,0.3209255626265343
1.2557272911071777,1.3529353694285327
1.2488653659820557,2.8160693273538544
1.1743460893630981,1.1260063992875662
1.1875367164611816,0.6051857129361793
1.316106915473938,4.540900631737057
1.165561318397522,0.06573276020146498
1.1506918668746948,0.30232471519770565
1.2464884519577026,1.4020025541670722
1.1586265563964844,0.6471359365859733
1.137839913368225,0.4595463653766528
1.2314170598983765,0.49798953252625455
1.1456565856933594,0.1018127704130531
1.2197431325912476,0.06079930004315216
1.219810962677002,4.247132306028445
1.1389591693878174,0.4595463653766528
1.22077214717865,4.247132306028445
1.1281720399856567,0.1955289880754985
1.2494982481002808,0.3789209939420958
1.2799029350280762,4.937270640440238
1.1357625722885132,0.21150664639497982
1.2947663068771362,0.8068540266712692
1.1657150983810425,0.3541509322227193
1.209293007850647,0.6346719876114
1.1539698839187622,0.5143071423578677
1.215376615524292,0.24314773784118215
1.1330645084381104,0.24032460105545791
1.2021522521972656,1.3419817941549965
1.136359453201294,0.3251763841452906
1.132064938545227,0.6384976771794291
1.2501637935638428,0.3789209939420958
1.1814600229263306,0.2931034547204213
1.1524404287338257,0.6649518780056267
1.155382752418518,0.3916808567768642
1.139247179031372,0.4595463653766528
1.1320093870162964,0.4102854737125351
1.153578281402588,0.12385051075421322
1.1741671562194824,1.1260063992875662
1.2131038904190063,0.9977948003608451
1.1408177614212036,0.43101227483516336
1.144629955291748,0.08884610516412962
1.2144899368286133,0.24314773784118215
1.1664652824401855,0.5696380442066658
1.1707003116607666,0.46762008907918406
1.1304949522018433,0.4162480333470183
1.2308446168899536,0.49798953252625455
1.1647310256958008,0.06573276020146498
1.1559803485870361,0.41207143192678264
1.1258468627929688,0.16928977418057417
1.12993586063385,0.3692996069589693
1.1247888803482056,0.11892142657443838
1.2981358766555786,3.0351107029093325
1.2152740955352783,0.24314773784118215
1.13005793094635,0.3579968190262595
1.2072710990905762,0.4068869817164967
1.2555066347122192,1.0377326657652532
1.1580694913864136,0.5166256279837269
1.183543086051941,0.24767110886293883
1.1852731704711914,0.41701251007460804
1.2328444719314575,0.19118065487073194
1.128003478050232,0.3045630640864635
1.2202675342559814,4.247132306028445
1.1395550966262817,0.4595463653766528
1.1795661449432373,0.13701897067509147
1.184477686882019,0.4362468493145252
1.1825323104858398,0.24767110886293883
1.1345751285552979,0.19741109829546633
1.265010952949524,0.43144292820461416
1.165276288986206,0.7218104162468508
1.1347564458847046,0.37684440328888075
1.1835006475448608,0.5641488962750225
1.1854422092437744,0.09747189693802562
1.2314658164978027,0.49798953252625455
1.2084006071090698,0.5783951138809272
1.1388211250305176,0.4595463653766528
1.1388081312179565,0.4595463653766528
1.2800884246826172,4.937270640440238
1.1653307676315308,0.55950711159646
